,survived,pclass,sex,age,sibsp,parch,fare,embarked,adult_male,alive,alone,family_size,embark_town_Cherbourg,embark_town_Queenstown,embark_town_Southampton,who_child,who_man,who_woman,class_First,class_Second,class_Third
572,1,1,0,36.0,0,0,26.3875,2,True,0,True,1,False,False,True,False,True,False,True,False,False
573,1,3,1,28.0,0,0,7.75,1,False,0,True,1,False,True,False,False,False,True,False,False,True
574,0,3,0,16.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
575,0,3,0,19.0,0,0,14.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
576,1,2,1,34.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
577,1,1,1,39.0,1,0,55.9,2,False,0,False,2,False,False,True,False,False,True,True,False,False
578,0,3,1,28.0,1,0,14.4583,0,False,1,False,2,True,False,False,False,False,True,False,False,True
579,1,3,0,32.0,0,0,7.925,2,True,0,True,1,False,False,True,False,True,False,False,False,True
580,1,2,1,25.0,1,1,30.0,2,False,0,False,3,False,False,True,False,False,True,False,True,False
581,1,1,1,39.0,1,1,110.8833,0,False,0,False,3,True,False,False,False,False,True,True,False,False
582,0,2,0,54.0,0,0,26.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
583,0,1,0,36.0,0,0,40.125,0,True,1,True,1,True,False,False,False,True,False,True,False,False
584,0,3,0,28.0,0,0,8.7125,0,True,1,True,1,True,False,False,False,True,False,False,False,True
585,1,1,1,18.0,0,2,79.65,2,False,0,False,3,False,False,True,False,False,True,True,False,False
586,0,2,0,47.0,0,0,15.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
587,1,1,0,60.0,1,1,79.2,0,True,0,False,3,True,False,False,False,True,False,True,False,False
588,0,3,0,22.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
589,0,3,0,28.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
590,0,3,0,35.0,0,0,7.125,2,True,1,True,1,False,False,True,False,True,False,False,False,True
591,1,1,1,52.0,1,0,78.2667,0,False,0,False,2,True,False,False,False,False,True,True,False,False
592,0,3,0,47.0,0,0,7.25,2,True,1,True,1,False,False,True,False,True,False,False,False,True
593,0,3,1,28.0,0,2,7.75,1,False,1,False,3,False,True,False,False,False,True,False,False,True
594,0,2,0,37.0,1,0,26.0,2,True,1,False,2,False,False,True,False,True,False,False,True,False
595,0,3,0,36.0,1,1,24.15,2,True,1,False,3,False,False,True,False,True,False,False,False,True
596,1,2,1,28.0,0,0,33.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
597,0,3,0,49.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,False,False,True
598,0,3,0,28.0,0,0,7.225,0,True,1,True,1,True,False,False,False,True,False,False,False,True
599,1,1,0,49.0,1,0,56.9292,0,True,0,False,2,True,False,False,False,True,False,True,False,False
600,1,2,1,24.0,2,1,27.0,2,False,0,False,4,False,False,True,False,False,True,False,True,False
601,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
602,0,1,0,28.0,0,0,42.4,2,True,1,True,1,False,False,True,False,True,False,True,False,False
603,0,3,0,44.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
604,1,1,0,35.0,0,0,26.55,0,True,0,True,1,True,False,False,False,True,False,True,False,False
605,0,3,0,36.0,1,0,15.55,2,True,1,False,2,False,False,True,False,True,False,False,False,True
606,0,3,0,30.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
607,1,1,0,27.0,0,0,30.5,2,True,0,True,1,False,False,True,False,True,False,True,False,False
608,1,2,1,22.0,1,2,41.5792,0,False,0,False,4,True,False,False,False,False,True,False,True,False
609,1,1,1,40.0,0,0,153.4625,2,False,0,True,1,False,False,True,False,False,True,True,False,False
610,0,3,1,39.0,1,5,31.275,2,False,1,False,7,False,False,True,False,False,True,False,False,True
611,0,3,0,28.0,0,0,7.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
612,1,3,1,28.0,1,0,15.5,1,False,0,False,2,False,True,False,False,False,True,False,False,True
613,0,3,0,28.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
614,0,3,0,35.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
615,1,2,1,24.0,1,2,65.0,2,False,0,False,4,False,False,True,False,False,True,False,True,False
616,0,3,0,34.0,1,1,14.4,2,True,1,False,3,False,False,True,False,True,False,False,False,True
617,0,3,1,26.0,1,0,16.1,2,False,1,False,2,False,False,True,False,False,True,False,False,True
618,1,2,1,4.0,2,1,39.0,2,False,0,False,4,False,False,True,True,False,False,False,True,False
619,0,2,0,26.0,0,0,10.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
620,0,3,0,27.0,1,0,14.4542,0,True,1,False,2,True,False,False,False,True,False,False,False,True
621,1,1,0,42.0,1,0,52.5542,2,True,0,False,2,False,False,True,False,True,False,True,False,False
622,1,3,0,20.0,1,1,15.7417,0,True,0,False,3,True,False,False,False,True,False,False,False,True
623,0,3,0,21.0,0,0,7.8542,2,True,1,True,1,False,False,True,False,True,False,False,False,True
624,0,3,0,21.0,0,0,16.1,2,True,1,True,1,False,False,True,False,True,False,False,False,True
625,0,1,0,61.0,0,0,32.3208,2,True,1,True,1,False,False,True,False,True,False,True,False,False
626,0,2,0,57.0,0,0,12.35,1,True,1,True,1,False,True,False,False,True,False,False,True,False
627,1,1,1,21.0,0,0,77.9583,2,False,0,True,1,False,False,True,False,False,True,True,False,False
628,0,3,0,26.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
629,0,3,0,28.0,0,0,7.7333,1,True,1,True,1,False,True,False,False,True,False,False,False,True
630,1,1,0,80.0,0,0,30.0,2,True,0,True,1,False,False,True,False,True,False,True,False,False
631,0,3,0,51.0,0,0,7.0542,2,True,1,True,1,False,False,True,False,True,False,False,False,True
632,1,1,0,32.0,0,0,30.5,0,True,0,True,1,True,False,False,False,True,False,True,False,False
633,0,1,0,28.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
634,0,3,1,9.0,3,2,27.9,2,False,1,False,6,False,False,True,True,False,False,False,False,True
635,1,2,1,28.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
636,0,3,0,32.0,0,0,7.925,2,True,1,True,1,False,False,True,False,True,False,False,False,True
637,0,2,0,31.0,1,1,26.25,2,True,1,False,3,False,False,True,False,True,False,False,True,False
638,0,3,1,41.0,0,5,39.6875,2,False,1,False,6,False,False,True,False,False,True,False,False,True
639,0,3,0,28.0,1,0,16.1,2,True,1,False,2,False,False,True,False,True,False,False,False,True
640,0,3,0,20.0,0,0,7.8542,2,True,1,True,1,False,False,True,False,True,False,False,False,True
641,1,1,1,24.0,0,0,69.3,0,False,0,True,1,True,False,False,False,False,True,True,False,False
642,0,3,1,2.0,3,2,27.9,2,False,1,False,6,False,False,True,True,False,False,False,False,True
643,1,3,0,28.0,0,0,56.4958,2,True,0,True,1,False,False,True,False,True,False,False,False,True
644,1,3,1,0.75,2,1,19.2583,0,False,0,False,4,True,False,False,True,False,False,False,False,True
645,1,1,0,48.0,1,0,76.7292,0,True,0,False,2,True,False,False,False,True,False,True,False,False
646,0,3,0,19.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
647,1,1,0,56.0,0,0,35.5,0,True,0,True,1,True,False,False,False,True,False,True,False,False
648,0,3,0,28.0,0,0,7.55,2,True,1,True,1,False,False,True,False,True,False,False,False,True
649,1,3,1,23.0,0,0,7.55,2,False,0,True,1,False,False,True,False,False,True,False,False,True
650,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
651,1,2,1,18.0,0,1,23.0,2,False,0,False,2,False,False,True,False,False,True,False,True,False
652,0,3,0,21.0,0,0,8.4333,2,True,1,True,1,False,False,True,False,True,False,False,False,True
653,1,3,1,28.0,0,0,7.8292,1,False,0,True,1,False,True,False,False,False,True,False,False,True
654,0,3,1,18.0,0,0,6.75,1,False,1,True,1,False,True,False,False,False,True,False,False,True
655,0,2,0,24.0,2,0,73.5,2,True,1,False,3,False,False,True,False,True,False,False,True,False
656,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
657,0,3,1,32.0,1,1,15.5,1,False,1,False,3,False,True,False,False,False,True,False,False,True
658,0,2,0,23.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
659,0,1,0,58.0,0,2,113.275,0,True,1,False,3,True,False,False,False,True,False,True,False,False
660,1,1,0,50.0,2,0,133.65,2,True,0,False,3,False,False,True,False,True,False,True,False,False
661,0,3,0,40.0,0,0,7.225,0,True,1,True,1,True,False,False,False,True,False,False,False,True
662,0,1,0,47.0,0,0,25.5875,2,True,1,True,1,False,False,True,False,True,False,True,False,False
663,0,3,0,36.0,0,0,7.4958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
664,1,3,0,20.0,1,0,7.925,2,True,0,False,2,False,False,True,False,True,False,False,False,True
665,0,2,0,32.0,2,0,73.5,2,True,1,False,3,False,False,True,False,True,False,False,True,False
666,0,2,0,25.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
667,0,3,0,28.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
668,0,3,0,43.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
669,1,1,1,28.0,1,0,52.0,2,False,0,False,2,False,False,True,False,False,True,True,False,False
670,1,2,1,40.0,1,1,39.0,2,False,0,False,3,False,False,True,False,False,True,False,True,False
671,0,1,0,31.0,1,0,52.0,2,True,1,False,2,False,False,True,False,True,False,True,False,False
672,0,2,0,70.0,0,0,10.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
673,1,2,0,31.0,0,0,13.0,2,True,0,True,1,False,False,True,False,True,False,False,True,False
674,0,2,0,28.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
675,0,3,0,18.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
676,0,3,0,24.5,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
677,1,3,1,18.0,0,0,9.8417,2,False,0,True,1,False,False,True,False,False,True,False,False,True
678,0,3,1,43.0,1,6,46.9,2,False,1,False,8,False,False,True,False,False,True,False,False,True
679,1,1,0,36.0,0,1,512.3292,0,True,0,False,2,True,False,False,False,True,False,True,False,False
680,0,3,1,28.0,0,0,8.1375,1,False,1,True,1,False,True,False,False,False,True,False,False,True
681,1,1,0,27.0,0,0,76.7292,0,True,0,True,1,True,False,False,False,True,False,True,False,False
682,0,3,0,20.0,0,0,9.225,2,True,1,True,1,False,False,True,False,True,False,False,False,True
683,0,3,0,14.0,5,2,46.9,2,False,1,False,8,False,False,True,True,False,False,False,False,True
684,0,2,0,60.0,1,1,39.0,2,True,1,False,3,False,False,True,False,True,False,False,True,False
685,0,2,0,25.0,1,2,41.5792,0,True,1,False,4,True,False,False,False,True,False,False,True,False
686,0,3,0,14.0,4,1,39.6875,2,False,1,False,6,False,False,True,True,False,False,False,False,True
687,0,3,0,19.0,0,0,10.1708,2,True,1,True,1,False,False,True,False,True,False,False,False,True
688,0,3,0,18.0,0,0,7.7958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
689,1,1,1,15.0,0,1,211.3375,2,False,0,False,2,False,False,True,True,False,False,True,False,False
690,1,1,0,31.0,1,0,57.0,2,True,0,False,2,False,False,True,False,True,False,True,False,False
691,1,3,1,4.0,0,1,13.4167,0,False,0,False,2,True,False,False,True,False,False,False,False,True
692,1,3,0,28.0,0,0,56.4958,2,True,0,True,1,False,False,True,False,True,False,False,False,True
693,0,3,0,25.0,0,0,7.225,0,True,1,True,1,True,False,False,False,True,False,False,False,True
694,0,1,0,60.0,0,0,26.55,2,True,1,True,1,False,False,True,False,True,False,True,False,False
695,0,2,0,52.0,0,0,13.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
696,0,3,0,44.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
697,1,3,1,28.0,0,0,7.7333,1,False,0,True,1,False,True,False,False,False,True,False,False,True
698,0,1,0,49.0,1,1,110.8833,0,True,1,False,3,True,False,False,False,True,False,True,False,False
699,0,3,0,42.0,0,0,7.65,2,True,1,True,1,False,False,True,False,True,False,False,False,True
700,1,1,1,18.0,1,0,227.525,0,False,0,False,2,True,False,False,False,False,True,True,False,False
701,1,1,0,35.0,0,0,26.2875,2,True,0,True,1,False,False,True,False,True,False,True,False,False
702,0,3,1,18.0,0,1,14.4542,0,False,1,False,2,True,False,False,False,False,True,False,False,True
703,0,3,0,25.0,0,0,7.7417,1,True,1,True,1,False,True,False,False,True,False,False,False,True
704,0,3,0,26.0,1,0,7.8542,2,True,1,False,2,False,False,True,False,True,False,False,False,True
705,0,2,0,39.0,0,0,26.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
706,1,2,1,45.0,0,0,13.5,2,False,0,True,1,False,False,True,False,False,True,False,True,False
707,1,1,0,42.0,0,0,26.2875,2,True,0,True,1,False,False,True,False,True,False,True,False,False
708,1,1,1,22.0,0,0,151.55,2,False,0,True,1,False,False,True,False,False,True,True,False,False
709,1,3,0,28.0,1,1,15.2458,0,True,0,False,3,True,False,False,False,True,False,False,False,True
710,1,1,1,24.0,0,0,49.5042,0,False,0,True,1,True,False,False,False,False,True,True,False,False
711,0,1,0,28.0,0,0,26.55,2,True,1,True,1,False,False,True,False,True,False,True,False,False
712,1,1,0,48.0,1,0,52.0,2,True,0,False,2,False,False,True,False,True,False,True,False,False
713,0,3,0,29.0,0,0,9.4833,2,True,1,True,1,False,False,True,False,True,False,False,False,True
714,0,2,0,52.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
715,0,3,0,19.0,0,0,7.65,2,True,1,True,1,False,False,True,False,True,False,False,False,True
716,1,1,1,38.0,0,0,227.525,0,False,0,True,1,True,False,False,False,False,True,True,False,False
717,1,2,1,27.0,0,0,10.5,2,False,0,True,1,False,False,True,False,False,True,False,True,False
718,0,3,0,28.0,0,0,15.5,1,True,1,True,1,False,True,False,False,True,False,False,False,True
719,0,3,0,33.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
720,1,2,1,6.0,0,1,33.0,2,False,0,False,2,False,False,True,True,False,False,False,True,False
721,0,3,0,17.0,1,0,7.0542,2,True,1,False,2,False,False,True,False,True,False,False,False,True
722,0,2,0,34.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
723,0,2,0,50.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
724,1,1,0,27.0,1,0,53.1,2,True,0,False,2,False,False,True,False,True,False,True,False,False
725,0,3,0,20.0,0,0,8.6625,2,True,1,True,1,False,False,True,False,True,False,False,False,True
726,1,2,1,30.0,3,0,21.0,2,False,0,False,4,False,False,True,False,False,True,False,True,False
727,1,3,1,28.0,0,0,7.7375,1,False,0,True,1,False,True,False,False,False,True,False,False,True
728,0,2,0,25.0,1,0,26.0,2,True,1,False,2,False,False,True,False,True,False,False,True,False
729,0,3,1,25.0,1,0,7.925,2,False,1,False,2,False,False,True,False,False,True,False,False,True
730,1,1,1,29.0,0,0,211.3375,2,False,0,True,1,False,False,True,False,False,True,True,False,False
731,0,3,0,11.0,0,0,18.7875,0,False,1,True,1,True,False,False,True,False,False,False,False,True
732,0,2,0,28.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
733,0,2,0,23.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
734,0,2,0,23.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
735,0,3,0,28.5,0,0,16.1,2,True,1,True,1,False,False,True,False,True,False,False,False,True
736,0,3,1,48.0,1,3,34.375,2,False,1,False,5,False,False,True,False,False,True,False,False,True
737,1,1,0,35.0,0,0,512.3292,0,True,0,True,1,True,False,False,False,True,False,True,False,False
738,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
739,0,3,0,28.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
740,1,1,0,28.0,0,0,30.0,2,True,0,True,1,False,False,True,False,True,False,True,False,False
741,0,1,0,36.0,1,0,78.85,2,True,1,False,2,False,False,True,False,True,False,True,False,False
742,1,1,1,21.0,2,2,262.375,0,False,0,False,5,True,False,False,False,False,True,True,False,False
743,0,3,0,24.0,1,0,16.1,2,True,1,False,2,False,False,True,False,True,False,False,False,True
744,1,3,0,31.0,0,0,7.925,2,True,0,True,1,False,False,True,False,True,False,False,False,True
745,0,1,0,70.0,1,1,71.0,2,True,1,False,3,False,False,True,False,True,False,True,False,False
746,0,3,0,16.0,1,1,20.25,2,True,1,False,3,False,False,True,False,True,False,False,False,True
747,1,2,1,30.0,0,0,13.0,2,False,0,True,1,False,False,True,False,False,True,False,True,False
748,0,1,0,19.0,1,0,53.1,2,True,1,False,2,False,False,True,False,True,False,True,False,False
749,0,3,0,31.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
750,1,2,1,4.0,1,1,23.0,2,False,0,False,3,False,False,True,True,False,False,False,True,False
751,1,3,0,6.0,0,1,12.475,2,False,0,False,2,False,False,True,True,False,False,False,False,True
752,0,3,0,33.0,0,0,9.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
753,0,3,0,23.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
754,1,2,1,48.0,1,2,65.0,2,False,0,False,4,False,False,True,False,False,True,False,True,False
755,1,2,0,0.67,1,1,14.5,2,False,0,False,3,False,False,True,True,False,False,False,True,False
756,0,3,0,28.0,0,0,7.7958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
757,0,2,0,18.0,0,0,11.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
758,0,3,0,34.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
759,1,1,1,33.0,0,0,86.5,2,False,0,True,1,False,False,True,False,False,True,True,False,False
760,0,3,0,28.0,0,0,14.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
761,0,3,0,41.0,0,0,7.125,2,True,1,True,1,False,False,True,False,True,False,False,False,True
762,1,3,0,20.0,0,0,7.2292,0,True,0,True,1,True,False,False,False,True,False,False,False,True
763,1,1,1,36.0,1,2,120.0,2,False,0,False,4,False,False,True,False,False,True,True,False,False
764,0,3,0,16.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
765,1,1,1,51.0,1,0,77.9583,2,False,0,False,2,False,False,True,False,False,True,True,False,False
766,0,1,0,28.0,0,0,39.6,0,True,1,True,1,True,False,False,False,True,False,True,False,False
767,0,3,1,30.5,0,0,7.75,1,False,1,True,1,False,True,False,False,False,True,False,False,True
768,0,3,0,28.0,1,0,24.15,1,True,1,False,2,False,True,False,False,True,False,False,False,True
769,0,3,0,32.0,0,0,8.3625,2,True,1,True,1,False,False,True,False,True,False,False,False,True
770,0,3,0,24.0,0,0,9.5,2,True,1,True,1,False,False,True,False,True,False,False,False,True
771,0,3,0,48.0,0,0,7.8542,2,True,1,True,1,False,False,True,False,True,False,False,False,True
772,0,2,1,57.0,0,0,10.5,2,False,1,True,1,False,False,True,False,False,True,False,True,False
773,0,3,0,28.0,0,0,7.225,0,True,1,True,1,True,False,False,False,True,False,False,False,True
774,1,2,1,54.0,1,3,23.0,2,False,0,False,5,False,False,True,False,False,True,False,True,False
775,0,3,0,18.0,0,0,7.75,2,True,1,True,1,False,False,True,False,True,False,False,False,True
776,0,3,0,28.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
777,1,3,1,5.0,0,0,12.475,2,False,0,True,1,False,False,True,True,False,False,False,False,True
778,0,3,0,28.0,0,0,7.7375,1,True,1,True,1,False,True,False,False,True,False,False,False,True
779,1,1,1,43.0,0,1,211.3375,2,False,0,False,2,False,False,True,False,False,True,True,False,False
780,1,3,1,13.0,0,0,7.2292,0,False,0,True,1,True,False,False,True,False,False,False,False,True
781,1,1,1,17.0,1,0,57.0,2,False,0,False,2,False,False,True,False,False,True,True,False,False
782,0,1,0,29.0,0,0,30.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
783,0,3,0,28.0,1,2,23.45,2,True,1,False,4,False,False,True,False,True,False,False,False,True
784,0,3,0,25.0,0,0,7.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
785,0,3,0,25.0,0,0,7.25,2,True,1,True,1,False,False,True,False,True,False,False,False,True
786,1,3,1,18.0,0,0,7.4958,2,False,0,True,1,False,False,True,False,False,True,False,False,True
787,0,3,0,8.0,4,1,29.125,1,False,1,False,6,False,True,False,True,False,False,False,False,True
788,1,3,0,1.0,1,2,20.575,2,False,0,False,4,False,False,True,True,False,False,False,False,True
789,0,1,0,46.0,0,0,79.2,0,True,1,True,1,True,False,False,False,True,False,True,False,False
790,0,3,0,28.0,0,0,7.75,1,True,1,True,1,False,True,False,False,True,False,False,False,True
791,0,2,0,16.0,0,0,26.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
792,0,3,1,28.0,8,2,69.55,2,False,1,False,11,False,False,True,False,False,True,False,False,True
793,0,1,0,28.0,0,0,30.6958,0,True,1,True,1,True,False,False,False,True,False,True,False,False
794,0,3,0,25.0,0,0,7.8958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
795,0,2,0,39.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
796,1,1,1,49.0,0,0,25.9292,2,False,0,True,1,False,False,True,False,False,True,True,False,False
797,1,3,1,31.0,0,0,8.6833,2,False,0,True,1,False,False,True,False,False,True,False,False,True
798,0,3,0,30.0,0,0,7.2292,0,True,1,True,1,True,False,False,False,True,False,False,False,True
799,0,3,1,30.0,1,1,24.15,2,False,1,False,3,False,False,True,False,False,True,False,False,True
800,0,2,0,34.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
801,1,2,1,31.0,1,1,26.25,2,False,0,False,3,False,False,True,False,False,True,False,True,False
802,1,1,0,11.0,1,2,120.0,2,False,0,False,4,False,False,True,True,False,False,True,False,False
803,1,3,0,0.42,0,1,8.5167,0,False,0,False,2,True,False,False,True,False,False,False,False,True
804,1,3,0,27.0,0,0,6.975,2,True,0,True,1,False,False,True,False,True,False,False,False,True
805,0,3,0,31.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
806,0,1,0,39.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
807,0,3,1,18.0,0,0,7.775,2,False,1,True,1,False,False,True,False,False,True,False,False,True
808,0,2,0,39.0,0,0,13.0,2,True,1,True,1,False,False,True,False,True,False,False,True,False
809,1,1,1,33.0,1,0,53.1,2,False,0,False,2,False,False,True,False,False,True,True,False,False
810,0,3,0,26.0,0,0,7.8875,2,True,1,True,1,False,False,True,False,True,False,False,False,True
811,0,3,0,39.0,0,0,24.15,2,True,1,True,1,False,False,True,False,True,False,False,False,True
812,0,2,0,35.0,0,0,10.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
813,0,3,1,6.0,4,2,31.275,2,False,1,False,7,False,False,True,True,False,False,False,False,True
814,0,3,0,30.5,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
815,0,1,0,28.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
816,0,3,1,23.0,0,0,7.925,2,False,1,True,1,False,False,True,False,False,True,False,False,True
817,0,2,0,31.0,1,1,37.0042,0,True,1,False,3,True,False,False,False,True,False,False,True,False
818,0,3,0,43.0,0,0,6.45,2,True,1,True,1,False,False,True,False,True,False,False,False,True
819,0,3,0,10.0,3,2,27.9,2,False,1,False,6,False,False,True,True,False,False,False,False,True
820,1,1,1,52.0,1,1,93.5,2,False,0,False,3,False,False,True,False,False,True,True,False,False
821,1,3,0,27.0,0,0,8.6625,2,True,0,True,1,False,False,True,False,True,False,False,False,True
822,0,1,0,38.0,0,0,0.0,2,True,1,True,1,False,False,True,False,True,False,True,False,False
823,1,3,1,27.0,0,1,12.475,2,False,0,False,2,False,False,True,False,False,True,False,False,True
824,0,3,0,2.0,4,1,39.6875,2,False,1,False,6,False,False,True,True,False,False,False,False,True
825,0,3,0,28.0,0,0,6.95,1,True,1,True,1,False,True,False,False,True,False,False,False,True
826,0,3,0,28.0,0,0,56.4958,2,True,1,True,1,False,False,True,False,True,False,False,False,True
827,1,2,0,1.0,0,2,37.0042,0,False,0,False,3,True,False,False,True,False,False,False,True,False
828,1,3,0,28.0,0,0,7.75,1,True,0,True,1,False,True,False,False,True,False,False,False,True
829,1,1,1,62.0,0,0,80.0,2,False,0,True,1,False,False,True,False,False,True,True,False,False
830,1,3,1,15.0,1,0,14.4542,0,False,0,False,2,True,False,False,True,False,False,False,False,True
831,1,2,0,0.83,1,1,18.75,2,False,0,False,3,False,False,True,True,False,False,False,True,False
832,0,3,0,28.0,0,0,7.2292,0,True,1,True,1,True,False,False,False,True,False,False,False,True
833,0,3,0,23.0,0,0,7.8542,2,True,1,True,1,False,False,True,False,True,False,False,False,True
834,0,3,0,18.0,0,0,8.3,2,True,1,True,1,False,False,True,False,True,False,False,False,True
835,1,1,1,39.0,1,1,83.1583,0,False,0,False,3,True,False,False,False,False,True,True,False,False
836,0,3,0,21.0,0,0,8.6625,2,True,1,True,1,False,False,True,False,True,False,False,False,True
837,0,3,0,28.0,0,0,8.05,2,True,1,True,1,False,False,True,False,True,False,False,False,True
838,1,3,0,32.0,0,0,56.4958,2,True,0,True,1,False,False,True,False,True,False,False,False,True
839,1,1,0,28.0,0,0,29.7,0,True,0,True,1,True,False,False,False,True,False,True,False,False
840,0,3,0,20.0,0,0,7.925,2,True,1,True,1,False,False,True,False,True,False,False,False,True
841,0,2,0,16.0,0,0,10.5,2,True,1,True,1,False,False,True,False,True,False,False,True,False
842,1,1,1,30.0,0,0,31.0,0,False,0,True,1,True,False,False,False,False,True,True,False,False
843,0,3,0,34.5,0,0,6.4375,0,True,1,True,1,True,False,False,False,True,False,False,False,True
844,0,3,0,17.0,0,0,8.6625,2,True,1,True,1,False,False,True,False,True,False,False,False,True
845,0,3,0,42.0,0,0,7.55,2,True,1,True,1,False,False,True,False,True,False,False,False,True
846,0,3,0,28.0,8,2,69.55,2,True,1,False,11,False,False,True,False,True,False,False,False,True
847,0,3,0,35.0,0,0,7.8958,0,True,1,True,1,True,False,False,False,True,False,False,False,True
848,0,2,0,28.0,0,1,33.0,2,True,1,False,2,False,False,True,False,True,False,False,True,False
849,1,1,1,28.0,1,0,89.1042,0,False,0,False,2,True,False,False,False,False,True,True,False,False
850,0,3,0,4.0,4,2,31.275,2,False,1,False,7,False,False,True,True,False,False,False,False,True
851,0,3,0,74.0,0,0,7.775,2,True,1,True,1,False,False,True,False,True,False,False,False,True
852,0,3,1,9.0,1,1,15.2458,0,False,1,False,3,True,False,False,True,False,False,False,False,True
853,1,1,1,16.0,0,1,39.4,2,False,0,False,2,False,False,True,False,False,True,True,False,False
854,0,2,1,44.0,1,0,26.0,2,False,1,False,2,False,False,True,False,False,True,False,True,False
855,1,3,1,18.0,0,1,9.35,2,False,0,False,2,False,False,True,False,False,True,False,False,True
856,1,1,1,45.0,1,1,164.8667,2,False,0,False,3,False,False,True,False,False,True,True,False,False
857,1,1,0,51.0,0,0,26.55,2,True,0,True,1,False,False,True,False,True,False,True,False,False
858,1,3,1,24.0,0,3,19.2583,0,False,0,False,4,True,False,False,False,False,True,False,False,True
